,clustering,closeness,betweenness,average_shortest_path_lenght,eigenvector,assortativity,information_centrality,approximate_current_flow_betweenness_centrality,shannon_entropy,degree_variance
waxman_82.edgelist,0.02563498143673758,0.2959914929646999,1196.828,3.392656,0.36260208490135926,0.10854280645788217,0.0037588622761490554,0.005656531959434833,3.918796235987993,6.6332495807108
waxman_79.edgelist,0.021696727958096823,,1230.9859999999999,inf,0.28552001007530464,0.13496225837249282,0.0034512266788345974,0.0057199811258024326,3.9093972645832897,6.922186552431729
waxman_25.edgelist,0.023940241239259547,0.2941315612994988,1207.612,3.414224,0.29246375037864225,0.131138627937913,0.0036664093643986122,0.005494096105556236,3.917956443269734,6.6332495807108
waxman_68.edgelist,0.026031245190087732,0.2978373623749235,1186.384,3.371768,0.30831664396453407,0.1343475216734041,0.0037760287815667573,0.005723415500672602,3.960236426955415,7.788880963698615
waxman_45.edgelist,0.022856803609593922,,1185.3019999999997,inf,0.33003916166949543,0.11662834695809743,0.0038324711750767734,0.005630486736921284,3.8828951873357003,6.922186552431729
waxman_34.edgelist,0.023354691897718428,0.29453758512921185,1207.3889999999997,3.413778,0.30285395609020505,0.12724892044720593,0.003567783416356565,0.005532785113724724,4.01194364472134,7.5
waxman_26.edgelist,0.023109458327373777,0.29304846831706644,1214.0379999999998,3.427076,0.2833446352540071,0.1335978033481205,0.003725780397251853,0.005750659048537948,3.8444817641039295,7.211102550927978
waxman_1.edgelist,0.021341872639067325,,1180.886,inf,0.32131258541328633,0.15217374551717958,0.003822174632014052,0.0054883673788638804,3.9204931342496474,6.922186552431729
waxman_53.edgelist,0.022924522655174476,0.29583944823148733,1198.541,3.396082,0.2630992856462585,0.1702968135671521,0.003741150887846949,0.005642722806691985,3.9140350612873265,8.077747210701755
waxman_69.edgelist,0.025564769802688018,0.29781871966052254,1186.0259999999998,3.371052,0.27438955408645505,0.09798384391964186,0.00384647486721198,0.005602297355061129,3.9445671717315047,7.211102550927978
waxman_19.edgelist,0.0227938315345389,,1198.381,inf,0.3281029985461382,0.09104130575717824,0.0037854760592105586,0.005795602962873686,3.8089442316457225,6.922186552431729
waxman_83.edgelist,0.022085280615410065,,1218.0349999999996,inf,0.26231669508223376,0.16928809986476986,0.0035123759016599315,0.005925980964381204,3.969961466068783,6.922186552431729
waxman_93.edgelist,0.02384010798806906,0.2886745200515919,1240.6619999999998,3.480324,0.32587908367484786,0.1324819356087962,0.0035188980854444427,0.005765915175488342,3.8813870217650295,7.211102550927978
waxman_72.edgelist,0.023543742636340036,0.29551303791605904,1198.7289999999998,3.396458,0.23525659594243256,0.13856316863983578,0.003781557206091054,0.005577659510467082,3.8917433570605073,7.788880963698615
waxman_78.edgelist,0.023248205778313942,0.29331751603173745,1213.51,3.42602,0.30588432432502805,0.13067871384186486,0.0036126082368360553,0.005800161722099443,3.9007562969225753,6.6332495807108
waxman_48.edgelist,0.0252515479876161,0.29778725560242764,1186.6899999999998,3.37238,0.32219375778707143,0.12131975432501443,0.00380425933273859,0.0057424791305847106,3.9126333468024033,7.211102550927978
waxman_9.edgelist,0.023835319609967497,0.29072802382207646,1227.4009999999998,3.453802,0.2811745713234469,0.11923999032968297,0.0036113955652222344,0.005809631509983347,3.8665665340145146,6.6332495807108
waxman_36.edgelist,0.024284160927872417,0.2941519524238442,1208.6189999999995,3.416238,0.3408605559518127,0.15794454797571558,0.0036455176359351015,0.005755334108141407,3.9359470557306135,6.6332495807108
waxman_54.edgelist,0.023752969121140142,,1200.6819999999998,inf,0.3286101688349527,0.13639022392055677,0.0036440685070466623,0.005954972047118395,3.9415369189866247,6.6332495807108
waxman_80.edgelist,0.021524769167434475,0.29729555721591167,1189.947,3.378894,0.25262888223968605,0.14767555555794704,0.0037282081796248634,0.005542060850195139,3.958343772004705,7.788880963698615
waxman_88.edgelist,0.022941434570945027,,1213.6129999999998,inf,0.3213513620379772,0.09377026861174145,0.003557002192575652,0.005882311605182553,3.9348230747503514,6.6332495807108
waxman_6.edgelist,0.02306827816005836,,1193.3639999999998,inf,0.32458543691957725,0.11456006150429762,0.003768286278928589,0.00565895575549968,3.909678221314243,6.922186552431729
waxman_51.edgelist,0.023534419849185112,0.2933665935489772,1211.8379999999997,3.422676,0.3018830987478212,0.1142168749305005,0.0037229349640397775,0.005745785938623628,3.8909971077248953,6.922186552431729
waxman_5.edgelist,0.02273757854505409,0.2909268768582064,1227.0509999999997,3.453102,0.27940890446692407,0.15333020291931,0.0035314143299662116,0.005855753089013987,3.8931092742643942,6.6332495807108
waxman_60.edgelist,0.024349457541398157,0.29373303918757687,1209.2249999999997,3.41745,0.309353416392608,0.06588052715078009,0.0036870802364212772,0.005708008206131899,3.895187698105323,7.211102550927978
waxman_71.edgelist,0.02268672451544887,,1200.8499999999997,inf,0.30953791161929906,0.11057508756373267,0.003712541574863821,0.005861476303356426,3.890073459205867,6.6332495807108
waxman_52.edgelist,0.024255217460570338,0.29513049510478756,1202.79,3.40458,0.31137338467032527,0.12743057707635178,0.0036459989791078674,0.005952359455110989,3.9677191302403223,6.6332495807108
waxman_31.edgelist,0.024544529363638178,0.29464069543717064,1205.4869999999999,3.409974,0.2994121791096766,0.14288802468809433,0.003631450808494792,0.005717221887525208,3.980304728917566,6.6332495807108
waxman_8.edgelist,0.0251641378098856,0.2886550432134526,1239.97,3.47894,0.29078541504232386,0.10306550305753168,0.0035217742438117838,0.00597808406821959,3.866297473900334,6.922186552431729
waxman_98.edgelist,0.022433678213218858,0.29684388417963403,1191.361,3.381722,0.3162837906220322,0.1197506205254032,0.003768008017038812,0.0056612800597023,3.91866704898155,7.211102550927978
waxman_20.edgelist,0.023245700731369837,0.2958167754323585,1197.7879999999998,3.394576,0.31328577761848136,0.11288870154104408,0.0037157835967991204,0.005737989950079696,3.9503146543149525,7.5
waxman_21.edgelist,0.0242091850866988,,1170.379,inf,0.31579194107409103,0.11108103326913292,0.003892785233374322,0.0055511999483412785,3.979814779980208,7.5
waxman_81.edgelist,0.022668183295417615,0.2942855784009359,1207.409,3.413818,0.31361776572899425,0.1291689492194673,0.003649335161996009,0.005503101548710959,3.92490512105433,6.922186552431729
waxman_7.edgelist,0.02239478313097945,0.29166898775228456,1222.783,3.444566,0.2951301955540567,0.12782035408759254,0.0035141980513751798,0.005760199414812962,3.9039134595869682,6.922186552431729
waxman_58.edgelist,0.022293680516068313,,1190.623,inf,0.3056487563079312,0.11707611578131373,0.0036992544931140287,0.00562300623077091,3.9749862538722676,6.922186552431729
waxman_75.edgelist,0.02369072831042033,0.30151104759397,1167.2439999999997,3.333488,0.2987472341491163,0.1656757337295447,0.0038485200189426988,0.005405891885307293,4.027737685812019,7.5
waxman_94.edgelist,0.022495765104460757,,1235.7579999999998,inf,0.3291117133440594,0.11614401796661061,0.003458948908921214,0.0059111821684276426,3.8558226559853566,6.6332495807108
waxman_27.edgelist,0.023046715735713826,,1222.9279999999997,inf,0.28974501831925453,0.16446217474562735,0.003587410510123023,0.006034185670007942,3.8736861771043176,6.922186552431729
waxman_15.edgelist,0.022124737745565518,0.29190478835094325,1221.369,3.441738,0.2943724256967077,0.12059646396353402,0.003540824315481819,0.005805622416537586,3.9269341438549086,6.922186552431729
waxman_55.edgelist,0.02671719017484468,,1191.604,inf,0.3191572630305927,0.14356596156199306,0.003806985600802271,0.005834858929202074,3.9481900945833344,6.6332495807108
waxman_2.edgelist,0.023615831597412564,,1231.4749999999997,inf,0.24214508451115951,0.10309222589299036,0.0035440150263210883,0.005943985126851486,3.8620721374904656,7.5
waxman_14.edgelist,0.023130672235161836,0.29542674826822407,1200.8609999999999,3.400722,0.27478390724587154,0.10898573517968199,0.003608835196323258,0.005802040476778614,3.963222070188553,6.922186552431729
waxman_67.edgelist,0.02406417112299465,,1194.0779999999997,inf,0.3202542061317506,0.11650774558711238,0.0037525387448194116,0.005843091536712519,3.9458156993138074,6.922186552431729
waxman_17.edgelist,0.023496471745587316,0.29880025119509473,1179.8169999999998,3.358634,0.34293663219834913,0.1192795791600354,0.00395482425155343,0.005589487050684855,3.8993666120407457,6.922186552431729
waxman_62.edgelist,0.02333132892363199,0.2940601246874356,1209.1669999999997,3.417334,0.30498331290616104,0.14066943506181329,0.003652049124924556,0.005659741631463495,3.9492879422903133,7.5
waxman_11.edgelist,0.025829967490887597,,1198.232,inf,0.2956359742524532,0.12471182361121802,0.0037231090539525643,0.005770811450272357,3.9423643901087924,6.922186552431729
waxman_41.edgelist,0.02247828468581266,0.29625286349993984,1196.1139999999998,3.391228,0.2139507732868603,0.130891101442481,0.003697394412784261,0.005558037867781179,3.9663210216580613,8.366600265340756
waxman_37.edgelist,0.022602902688555793,0.296010263611546,1196.4099999999999,3.39182,0.3011701347783021,0.10813169302844451,0.003755890196970079,0.005635126417787045,3.907878582600694,7.211102550927978
waxman_56.edgelist,0.023665893271461718,0.29696955641226075,1191.1649999999997,3.38133,0.2777755070470871,0.1211680371367509,0.0037235346502386335,0.0054600787087910685,3.9848585124105558,7.5
waxman_59.edgelist,0.024163776708804117,0.2991766878333099,1177.8429999999998,3.354686,0.32861180060929907,0.10386934421760546,0.003969689615091921,0.005651721923711645,3.9169533949373747,6.6332495807108
waxman_29.edgelist,0.02244027990026542,,1205.23,inf,0.295117545378982,0.1077151497979709,0.003740310868021925,0.005785382391440365,3.8869095208516793,6.34428877022476
waxman_84.edgelist,0.02264645330338761,,1209.018,inf,0.2542686037622431,0.08432756059586341,0.0037058134931537766,0.005759778402458211,3.8690379066791545,7.788880963698615
waxman_61.edgelist,0.023371330319047316,,1219.543,inf,0.3078769115261398,0.14048764213344545,0.0036324981844708232,0.005783434780076664,3.8612249736044224,6.6332495807108
waxman_12.edgelist,0.023899448950529378,0.2923432692568307,1218.5149999999999,3.43603,0.23999077520595186,0.14063345696848506,0.0036757635030645283,0.005601438200547679,3.887483644918029,7.211102550927978
waxman_89.edgelist,0.022325941539586603,0.2914991162042738,1222.4519999999995,3.443904,0.38486585780723986,0.08205675335151373,0.003607692554513931,0.005872668641806886,3.847748536709026,6.34428877022476
waxman_16.edgelist,0.02251248891676218,,1229.3199999999997,inf,0.2597640519302016,0.11156900029993704,0.003549299895742356,0.005843572656243644,3.8739392585637002,7.5
waxman_22.edgelist,0.023403622140974408,,1215.49,inf,0.3420699348133775,0.09907390889767849,0.003640132330632742,0.005944459462730835,3.854376275477034,6.6332495807108
waxman_4.edgelist,0.02357831097676176,,1174.0829999999999,inf,0.2850056333584744,0.11816399826886086,0.0038418548943148032,0.005592176376893014,3.9732701249091122,7.211102550927978
waxman_96.edgelist,0.022159159521796885,0.29457932192145403,1206.2169999999996,3.411434,0.2774612400475194,0.12933565843945266,0.0036547647439718416,0.005738531740403288,3.921357150851431,6.922186552431729
waxman_40.edgelist,0.024579768495218923,0.29413523647951223,1207.9069999999997,3.414814,0.29950366476358736,0.1570821052662707,0.003728342815463117,0.005846021127334025,3.910574741732983,6.34428877022476
waxman_86.edgelist,0.024789998046493456,,1186.957,inf,0.3590693074718555,0.10533270642597259,0.003798977389736619,0.005766409852847031,3.9317496562304224,6.922186552431729
waxman_63.edgelist,0.021511614415334276,0.2870368632613948,1249.991,3.498982,0.27568918571691914,0.09040368224611336,0.003411638258776785,0.005969029365606092,3.821917407331207,7.5
waxman_76.edgelist,0.02584639854578505,0.2965035769622938,1195.1589999999999,3.389318,0.25434046054593745,0.1543365899414586,0.003754453659115071,0.005599110112362008,3.992908990060797,7.5
waxman_49.edgelist,0.02374119488651187,0.29065761724229267,1227.9159999999997,3.454832,0.36375992952641056,0.09300656160162266,0.003534717001456468,0.005695306352192188,3.8562679220272056,6.34428877022476
waxman_47.edgelist,0.023711666139740753,0.2956434360220507,1199.3759999999997,3.397752,0.2605618528777144,0.1323956955763176,0.0037056079006658597,0.005713073182123589,3.9356366586967693,7.5
waxman_24.edgelist,0.022507353254614434,,1215.637,inf,0.29761010678619093,0.10358932866500628,0.0034909628625588536,0.005799118506432768,3.944820963500583,6.34428877022476
waxman_95.edgelist,0.02415968517353997,0.29389897604292153,1209.6219999999998,3.418244,0.29556810253294064,0.12380629878412006,0.0036770444293441466,0.0057712104045696145,3.9171669644222127,7.211102550927978
waxman_65.edgelist,0.023790488126364008,0.29045209927339477,1228.932,3.456864,0.3675320589406978,0.09791855284935007,0.0035451416506522833,0.0060369155031750965,3.8721510667396384,6.34428877022476
waxman_70.edgelist,0.02689854374774341,,1209.9219999999998,inf,0.2903104531449365,0.15912372559370921,0.00356781536375613,0.005824627354633488,3.978901098883986,6.6332495807108
waxman_3.edgelist,0.02447458329019567,0.2925513136143487,1217.2489999999998,3.433498,0.3369235072958646,0.10933035647492689,0.003591388082705634,0.005634669575463904,3.9132721627311713,6.6332495807108
waxman_35.edgelist,0.023791201744260613,,1224.349,inf,0.3067293109485722,0.1026765018931378,0.0034658453210776588,0.0060298424635503245,3.916844172739783,7.5
waxman_74.edgelist,0.023147221666333134,0.28906976853708377,1236.74,3.47248,0.30933458833021504,0.08137003769556969,0.0035736226831455777,0.005925490933177758,3.8044339574343393,6.34428877022476
waxman_28.edgelist,0.023579002832114865,,1225.3819999999998,inf,0.34909698271199263,0.10262521485321255,0.0036336265336749606,0.005899969622204878,3.8044534588482,6.0553007081949835
waxman_46.edgelist,0.025788128372621413,0.2970970927365378,1191.954,3.382908,0.31672624533693405,0.15033881638276764,0.00377065195096821,0.0057720686710378945,3.980927789131315,6.6332495807108
waxman_64.edgelist,0.0224170044921661,,1224.5189999999998,inf,0.3583765067860171,0.0698185049881269,0.0036114342504464892,0.005945403596126828,3.789461665258166,6.6332495807108
waxman_92.edgelist,0.022348843296353716,0.294857335192841,1203.2749999999999,3.40555,0.30508410412873227,0.09389786899156116,0.003665439399974918,0.0057087453319526185,3.9497233218081105,6.922186552431729
waxman_10.edgelist,0.024084383240550834,0.29645160455214525,1194.7249999999997,3.38845,0.3510092954603781,0.10392628169430296,0.0036629281735546877,0.005754050645582479,3.984897074588479,6.922186552431729
waxman_91.edgelist,0.022527235797377976,0.29304709363965353,1214.5189999999998,3.428038,0.3167811765600873,0.11852064698191907,0.0035996589808130037,0.005541231994349765,3.9393698645556925,6.922186552431729
waxman_44.edgelist,0.024454698839265748,0.2935002045141771,1210.522,3.420044,0.3021227188610593,0.10199086240435086,0.003726417855441042,0.005873561744421932,3.8950042366505375,6.34428877022476
waxman_85.edgelist,0.02304777287693359,,1212.085,inf,0.29665217601868293,0.14714508249371647,0.003650782871809796,0.00577415041228656,3.893957435315031,6.922186552431729
waxman_33.edgelist,0.024107195100544168,0.2966002804960316,1193.7159999999994,3.386432,0.29591891665437187,0.1586258678796249,0.0037418195816690484,0.005437880407940687,3.957450946877232,6.6332495807108
waxman_38.edgelist,0.024887371742711415,0.29505862886893924,1201.9289999999999,3.402858,0.3001844806146695,0.1142740631886376,0.003735828831163514,0.005925472288449803,3.9156141649302674,6.922186552431729
waxman_66.edgelist,0.020912882570639724,0.2968349902131046,1191.8749999999998,3.38275,0.2687629587944223,0.13110407453565467,0.003758397716440802,0.005732309864221426,3.917286967608049,7.211102550927978
waxman_32.edgelist,0.02282601916720371,,1212.7769999999998,inf,0.32288648407325604,0.12122037185024372,0.0036799413835826647,0.005869971381644897,3.860429875203286,6.34428877022476
